热浴温度/K	样品电阻/Ω	参考电阻/Ω
16.99308586	1166.11	1156.73
16.9926154	1166.11	1156.77
16.9897931	1166.14	1156.74
16.987912	1166.21	1156.72
16.98650141	1166.1	1156.79
16.98462094	1166.14	1156.83
16.98180089	1166.2	1156.77
16.98086105	1166.2	1156.83
16.97898164	1166.26	1156.87
16.97569351	1166.28	1156.88
16.97381507	1166.28	1156.86
16.97240647	1166.26	1156.89
16.97052865	1166.39	1156.84
16.96958987	1166.27	1156.84
16.96818187	1166.31	1156.88
16.96442817	1166.33	1156.86
16.96255185	1166.35	1156.96
16.96020694	1166.35	1156.88
16.95880026	1166.41	1156.88
16.956925	1166.45	1156.96
16.95551878	1166.43	1156.96
16.95364414	1166.45	1156.96
16.95223838	1166.46	1157.02
16.95036435	1166.49	1157.02
16.94755397	1166.52	1157.08
16.94708565	1166.5	1157.1
16.94427619	1166.51	1157.08
16.94287176	1166.53	1157.07
16.9409995	1166.44	1157.02
16.93865966	1166.54	1157.06
16.93678818	1166.56	1157.22
16.93398163	1166.54	1157.15
16.93211103	1166.52	1157.15
16.93117586	1166.55	1157.19
16.92930579	1166.52	1157.15
16.92790347	1166.64	1157.19
16.92603402	1166.64	1157.3
16.92463216	1166.54	1157.27
16.92182903	1166.68	1157.27
16.92136192	1166.69	1157.26
16.91855972	1166.7	1157.28
16.9157583	1166.77	1157.39
16.91389113	1166.72	1157.44
16.91155766	1166.8	1157.43
16.91062443	1166.76	1157.39
16.90875822	1166.84	1157.38
16.90595957	1166.87	1157.38
16.9031617	1166.82	1157.44
16.9012969	1166.81	1157.43
16.90036463	1166.8	1157.5
16.89756834	1166.8	1157.49
16.89570458	1166.92	1157.49
16.89337538	1166.92	1157.5
16.89337538	1166.93	1157.53
16.89104673	1166.92	1157.51
16.88871862	1166.98	1157.48
16.88685653	1166.98	1157.5
16.88406405	1167	1157.55
16.8826681	1166.87	1157.61
16.88127235	1166.94	1157.66
16.8798768	1166.99	1157.66
16.87662127	1167.07	1157.62
16.87476145	1167.07	1157.63
16.87383167	1167.13	1157.7
16.87243717	1167.06	1157.67
16.87011343	1167.05	1157.71
16.86779023	1167.06	1157.7
16.86639658	1167.05	1157.66
16.86453867	1167.13	1157.72
16.86314548	1167.12	1157.67
16.86128819	1167.12	1157.7
16.85896706	1167.24	1157.8
16.85711055	1167.31	1157.84
16.8552544	1167.29	1157.85
16.8538625	1167.29	1157.83
16.85200696	1167.29	1157.86
16.85015175	1167.36	1157.87
16.84876058	1167.34	1157.97
16.84644239	1167.29	1157.85
16.84366129	1167.28	1157.89
16.84227103	1167.36	1157.9
16.83995437	1167.4	1157.95
16.83902785	1167.38	1157.91
16.83717508	1167.42	1157.92
16.83532267	1167.38	1157.98
16.83115599	1167.47	1157.98
16.83115599	1167.44	1158.02
16.82837919	1167.44	1158.03
16.82699108	1167.45	1158.01
16.82606578	1167.48	1158
16.82329041	1167.5	1158.03
16.82190301	1167.55	1158.07
16.81912881	1167.48	1158.05
16.81727977	1167.49	1158.14
16.81681757	1167.5	1158.18
16.81312071	1167.58	1158.18
16.81219671	1167.63	1158.18
16.81081088	1167.54	1158.15
16.80803979	1167.7	1158.21
16.80711627	1167.58	1158.16
16.80665455	1167.65	1158.2
16.80342305	1167.65	1158.16
16.80019262	1167.73	1158.17
16.79788582	1167.77	1158.16
16.79696325	1167.68	1158.33
16.79373493	1167.67	1158.31
16.79327383	1167.75	1158.3
16.79050767	1167.8	1158.32
16.78912489	1167.8	1158.35
16.7863599	1167.74	1158.31
16.78589914	1167.79	1158.35
16.78313506	1167.83	1158.3
16.78267446	1167.75	1158.37
16.77945083	1167.81	1158.46
16.77852998	1167.93	1158.43
16.77714888	1167.88	1158.5
16.77530771	1167.93	1158.47
16.77300673	1167.91	1158.46
16.76886633	1167.94	1158.49
16.7684064	1167.84	1158.41
16.76702672	1167.94	1158.49
16.76610704	1167.99	1158.52
16.76288883	1168.08	1158.48
16.76105034	1168.01	1158.52
16.76013121	1168.09	1158.5
16.75737437	1168.14	1158.54
16.7546183	1168.2	1158.53
16.75232217	1168.11	1158.6
16.75140386	1168.09	1158.62
16.74956751	1168.08	1158.61
16.74773151	1168.09	1158.62
16.74589585	1168.1	1158.66
16.743143	1168.21	1158.68
16.7413082	1168.13	1158.69
16.73993232	1168.16	1158.67
16.73718114	1168.18	1158.67
16.73626426	1168.15	1158.75
16.73397242	1168.29	1158.77
16.73213933	1168.23	1158.78
16.72984845	1168.12	1158.81
16.72801614	1168.1	1158.79
16.72664213	1168.25	1158.8
16.72389468	1168.25	1158.84
16.72297904	1168.3	1158.91
16.72114801	1168.4	1158.82
16.71931732	1168.35	1158.89
16.71657193	1168.39	1158.89
16.71428469	1168.33	1158.92
16.71336995	1168.38	1158.93
16.71108346	1168.41	1159.01
16.70879751	1168.49	1158.99
16.70605507	1168.45	1158.98
16.70468414	1168.44	1158.97
16.7033134	1168.27	1159.04
16.70194285	1168.24	1159.02
16.7005725	1168.49	1159.11
16.698289	1168.52	1159.13
16.69646259	1168.52	1159.07
16.69463651	1168.54	1159.06
16.69189804	1168.66	1159.16
16.69007283	1168.62	1159.11
16.68779178	1168.57	1159.15
16.68779178	1168.62	1159.14
16.68551127	1168.45	1159.17
16.68323129	1168.61	1159.15
16.68004022	1168.61	1159.13
16.67821721	1168.7	1159.2
16.67685019	1168.77	1159.25
16.67548335	1168.78	1159.24
16.67275025	1168.66	1159.16
16.67183939	1168.66	1159.28
16.6695626	1168.75	1159.27
16.66728635	1168.87	1159.35
16.66637599	1168.79	1159.3
16.66455554	1168.84	1159.32
16.66228046	1168.81	1159.29
16.66091566	1168.84	1159.27
16.65909623	1168.87	1159.32
16.65818664	1168.86	1159.3
16.65591305	1168.87	1159.42
16.6527309	1168.94	1159.44
16.65182191	1168.84	1159.45
16.64818678	1168.86	1159.46
16.64727821	1168.98	1159.44
16.64591552	1169.03	1159.47
16.64273664	1168.89	1159.52
16.6422826	1168.99	1159.55
16.64001271	1168.84	1159.51
16.63865104	1168.99	1159.53
16.63728955	1169.04	1159.61
16.63411349	1169.07	1159.63
16.63229906	1169.1	1159.67
16.63093846	1169.15	1159.63
16.62957806	1169.17	1159.61
16.62640451	1169.11	1159.63
16.62413833	1169.16	1159.65
16.62323201	1169.13	1159.58
16.62141961	1169.13	1159.65
16.61915459	1169.17	1159.69
16.61734296	1169.23	1159.72
16.61598445	1169.14	1159.73
16.61236271	1169.32	1159.78
16.61236271	1169.33	1159.73
16.60964728	1169.24	1159.76
16.60738501	1169.25	1159.84
16.60467098	1169.3	1159.86
16.60286204	1169.24	1159.81
16.60060135	1169.36	1159.82
16.59924519	1169.35	1159.84
16.59879318	1169.42	1159.87
16.59653343	1169.41	1159.88
16.59382244	1169.35	1159.94
16.59201553	1169.36	1160.03
16.59066057	1169.4	1159.96
16.58885424	1169.38	1159.89
16.58569399	1169.45	1159.92
16.58479126	1169.43	1159.93
16.5834373	1169.45	1159.95
16.58072997	1169.48	1159.96
16.57982769	1169.5	1159.94
16.57847444	1169.54	1160
16.57486668	1169.44	1159.99
16.57396494	1169.48	1160.05
16.57261251	1169.59	1160.06
16.57080955	1169.59	1160.09
16.56900693	1169.65	1160.13
16.56630363	1169.66	1160.16
16.56495226	1169.64	1160.1
16.56315074	1169.64	1160.16
16.56134954	1169.73	1160.12
16.55999887	1169.63	1160.16
16.55594798	1169.69	1160.2
16.55369822	1169.71	1160.28
16.55369822	1169.73	1160.28
16.55099919	1169.68	1160.22
16.54964997	1169.75	1160.26
16.54740167	1169.75	1160.29
16.54605294	1169.84	1160.25
16.54290665	1169.89	1160.24
16.54110923	1169.84	1160.27
16.54065993	1169.84	1160.3
16.53751539	1169.85	1160.34
16.53571897	1169.83	1160.4
16.53526992	1169.84	1160.31
16.53302497	1169.9	1160.41
16.53122939	1169.93	1160.41
16.52943414	1169.97	1160.52
16.52719055	1170.04	1160.56
16.52494748	1169.92	1160.55
16.52315341	1169.93	1160.54
16.52001457	1169.96	1160.54
16.51866967	1170.02	1160.53
16.51642859	1169.92	1160.58
16.5155323	1170.01	1160.57
16.51284394	1170.09	1160.55
16.51105211	1170.11	1160.62
16.51015632	1170.07	1160.64
16.508365	1170.18	1160.63
16.50567863	1170.06	1160.61
16.50344057	1170.09	1160.57
16.50120303	1170.14	1160.65
16.49986075	1170.07	1160.66
16.49807134	1170.49	1160.73
16.4967295	1170.56	1160.74
16.49494068	1170.1	1160.75
16.49225806	1170.19	1160.66
16.49002312	1170.3	1160.75
16.4886824	1170.39	1160.8
16.48689507	1170.39	1160.84
16.48644829	1170.35	1160.84
16.48376804	1170.27	1160.88
16.48108854	1170.37	1160.86
16.47930262	1170.44	1160.83
16.47751704	1170.47	1160.87
16.47573178	1170.36	1160.88
16.47394686	1170.39	1160.96
16.47216227	1170.39	1160.93
16.47037801	1170.41	1160.92
16.46904004	1170.48	1160.92
16.46681049	1170.51	1161.03
16.46413572	1170.52	1160.99
16.46190731	1170.53	1160.94
16.45923391	1170.54	1161
16.45923391	1170.58	1160.96
16.45789748	1170.56	1161.07
16.4552252	1170.6	1161.1
16.45210847	1170.61	1161.17
16.45032794	1170.55	1161.12
16.44854774	1170.6	1161.14
16.44676787	1170.68	1161.15
16.44587806	1170.65	1161.09
16.44365389	1170.63	1161.08
16.44187493	1170.65	1161.14
16.438318	1170.67	1161.19
16.43742898	1170.69	1161.2
16.43565117	1170.71	1161.26
16.4338737	1170.71	1161.26
16.43209655	1170.8	1161.28
16.43076391	1170.81	1161.27
16.42854325	1170.74	1161.28
16.42499128	1170.79	1161.28
16.42365962	1170.9	1161.26
16.42277196	1170.89	1161.35
16.42055316	1170.91	1161.36
16.41922212	1170.9	1161.32
16.4161171	1170.88	1161.32
16.41434325	1170.88	1161.46
16.41301308	1170.99	1161.35
16.4116831	1170.92	1161.45
16.40991008	1170.94	1161.45
16.40769426	1170.98	1161.44
16.40636502	1170.98	1161.42
16.40370709	1171.04	1161.42
16.40193554	1171.02	1161.56
16.40149271	1171.01	1161.54
16.39972157	1171.06	1161.52
16.39662288	1171.17	1161.54
16.39441015	1171.12	1161.57
16.39308276	1171.08	1161.53
16.39131318	1171.04	1161.6
16.38910168	1171.13	1161.56
16.38644855	1171.11	1161.65
16.38468021	1171.12	1161.58
16.38335417	1171.24	1161.64
16.38158641	1171.25	1161.65
16.37937716	1171.21	1161.68
16.37805185	1171.27	1161.66
16.37584343	1171.26	1161.75
16.37451862	1171.27	1161.72
16.37275249	1171.29	1161.79
16.36966255	1171.34	1161.71
16.3683386	1171.36	1161.74
16.36745607	1171.33	1161.7
16.36392676	1171.28	1161.84
16.36304463	1171.36	1161.79
16.36039876	1171.36	1161.84
16.35907609	1171.35	1161.85
16.35775361	1171.37	1161.86
16.35599059	1171.38	1161.8
16.35466854	1171.47	1161.86
16.35246553	1171.44	1161.94
16.35070349	1171.38	1161.87
16.34762071	1171.46	1161.91
16.34629982	1171.45	1161.95
16.34453893	1171.48	1161.98
16.34233827	1171.53	1161.97
16.33969814	1171.58	1162.01
16.33881827	1171.55	1161.96
16.33705876	1171.62	1162.05
16.33529957	1171.62	1162.07
16.33178218	1171.6	1162.1
16.33046349	1171.62	1162.11
16.32870553	1171.62	1162.15
16.32694789	1171.63	1162.1
16.32475131	1171.62	1162.04
16.32211607	1171.67	1162.14
16.32035965	1171.71	1162.13
16.32035965	1171.77	1162.19
16.31816459	1171.79	1162.13
16.31553119	1171.81	1162.16
16.31333724	1171.77	1162.22
16.31158245	1171.8	1162.22
16.30982798	1171.84	1162.27
16.30851235	1171.84	1162.31
16.30675845	1171.85	1162.34
16.30456654	1171.84	1162.36
16.30325163	1171.84	1162.27
16.30018423	1171.86	1162.32
16.29930801	1171.95	1162.34
16.29799383	1171.9	1162.39
16.29536603	1171.9	1162.38
16.29449026	1171.96	1162.42
16.29186343	1171.99	1162.48
16.29011261	1171.98	1162.45
16.28792455	1171.92	1162.47
16.28529954	1172.03	1162.48
16.28486211	1172.06	1162.44
16.28267526	1172.09	1162.47
16.28005171	1172.09	1162.47
16.2787402	1172.1	1162.39
16.27655477	1172.09	1162.49
16.27436984	1172.12	1162.54
16.2717486	1172.15	1162.61
16.27087501	1172.09	1162.58
16.26869139	1172.1	1162.6
16.26781809	1172.19	1162.66
16.26476216	1172.2	1162.63
16.26301636	1172.23	1162.64
16.26170722	1172.17	1162.58
16.25996198	1172.26	1162.71
16.25734473	1172.27	1162.76
16.2556003	1172.31	1162.79
16.25342022	1172.28	1162.87
16.25167651	1172.32	1162.86
16.25080478	1172.36	1162.75
16.24819007	1172.38	1162.7
16.24644733	1172.32	1162.77
16.24383383	1172.34	1162.85
16.24165646	1172.44	1162.85
16.23991493	1172.44	1162.91
16.238609	1172.46	1162.97
16.23730324	1172.5	1162.94
16.23556252	1172.43	1162.92
16.23382211	1172.48	1162.92
16.23164706	1172.5	1162.91
16.22903766	1172.76	1162.89
16.22686372	1172.61	1162.99
16.22425564	1172.71	1162.97
16.22295188	1172.55	1162.96
16.2220828	1172.59	1163.05
16.22077933	1172.57	1163.1
16.21860729	1172.61	1163.14
16.21643575	1172.61	1163.12
16.21426472	1172.71	1163.1
16.21166013	1172.7	1163.22
16.20992415	1172.69	1163.15
16.20775461	1172.75	1163.15
16.20688694	1172.7	1163.17
16.20601935	1172.77	1163.22
16.2029834	1172.77	1163.2
16.20081547	1172.79	1163.18
16.19908148	1172.76	1163.13
16.1977812	1172.72	1163.14
16.19604778	1172.8	1163.14
16.19344824	1172.82	1163.22
16.19171562	1172.82	1163.26
16.18955029	1172.85	1163.28
16.18825133	1172.88	1163.39
16.18781838	1172.96	1163.27
16.18478831	1172.94	1163.38
16.18219189	1172.94	1163.37
16.18002876	1173	1163.38
16.17916365	1172.92	1163.31
16.17786612	1172.96	1163.3
16.17440694	1173.06	1163.36
16.17267783	1173.07	1163.35
16.17094904	1173.06	1163.4
16.16835645	1172.97	1163.43
16.16706043	1173.06	1163.48
16.16576458	1173.04	1163.48
16.16490078	1173.18	1163.46
16.16317342	1173.12	1163.46
16.16015132	1173.09	1163.48
16.15885642	1173.13	1163.49
16.15669867	1173.11	1163.54
16.15497283	1173.17	1163.66
16.15281597	1173.18	1163.64
16.15065961	1173.24	1163.59
16.14893488	1173.2	1163.64
16.14591736	1173.24	1163.68
16.14548637	1173.26	1163.65
16.14376259	1173.29	1163.71
16.14117752	1173.31	1163.7
16.14031599	1173.33	1163.7
16.13859317	1173.3	1163.73
16.13730126	1173.32	1163.76
16.13644009	1173.34	1163.66
16.13385704	1173.39	1163.74
16.13041409	1173.42	1163.79
16.12869309	1173.43	1163.79
16.12611219	1173.39	1163.84
16.12482201	1173.42	1163.9
16.12181227	1173.43	1163.9
16.12009286	1173.5	1163.92
16.11923327	1173.42	1163.89
16.11751433	1173.49	1163.9
16.11579571	1173.53	1163.91
16.11235942	1173.54	1163.98
16.11192997	1173.57	1163.94
16.10978303	1173.52	1164.01
16.1084951	1173.53	1163.95
16.10549063	1173.59	1163.99
16.10377422	1173.66	1164.04
16.10248712	1173.67	1164.08
16.10077127	1173.65	1164.09
16.09905573	1173.72	1164.02
16.09691176	1173.66	1164.02
16.09348242	1173.66	1164.09
16.09348242	1173.73	1164.12
16.09091124	1173.8	1164.12
16.08919752	1173.76	1164.12
16.08791244	1173.64	1164.17
16.08662753	1173.76	1164.14
16.0836301	1173.77	1164.2
16.08234579	1173.9	1164.29
16.07977769	1173.81	1164.24
16.0784939	1173.88	1164.25
16.07678247	1173.85	1164.28
16.07507135	1173.95	1164.26
16.07293289	1173.91	1164.26
16.07122248	1173.9	1164.26
16.0690849	1173.85	1164.33
16.06780259	1173.98	1164.37
16.06566581	1173.96	1164.35
16.06352951	1174	1164.29
16.06224797	1173.95	1164.41
16.05968542	1173.93	1164.42
16.0575505	1174.03	1164.48
16.05541607	1174.02	1164.51
16.05456244	1174.02	1164.45
16.05242869	1174.11	1164.48
16.05029544	1174.13	1164.37
16.04773619	1173.99	1164.49
16.04645682	1174.12	1164.42
16.04560401	1174.14	1164.51
16.04432495	1174.15	1164.46
16.04261979	1174.18	1164.46
16.04006266	1174.14	1164.56
16.03793225	1174.33	1164.58
16.03580233	1174.32	1164.58
16.03324707	1174.29	1164.67
16.03239548	1174.35	1164.62
16.02941551	1174.38	1164.65
16.02813867	1174.36	1164.73
16.0264365	1174.32	1164.59
16.02430922	1174.39	1164.65
16.02175713	1174.39	1164.68
16.02005613	1174.33	1164.73
16.01793031	1174.38	1164.75
16.01750521	1174.42	1164.81
16.014955	1174.38	1164.78
16.01325525	1174.43	1164.82
16.01113099	1174.48	1164.88
16.00985668	1174.51	1164.89
16.00730857	1174.51	1164.82
16.00645936	1174.53	1164.89
16.00306329	1174.53	1164.9
16.00051706	1174.49	1164.97
15.9992442	1174.58	1164.89
15.99754734	1174.61	1164.95
15.99585078	1174.55	1165.05
15.99457857	1174.49	1164.99
15.99161076	1174.57	1165.02
15.9899153	1174.62	1165.06
15.9886439	1174.66	1165.13
15.9865253	1174.65	1165.02
15.98440719	1174.78	1164.99
15.9818661	1174.67	1165.01
15.98059581	1174.77	1165.01
15.98017242	1174.77	1165.04
15.97720924	1174.77	1165.11
15.97593959	1174.75	1165.14
15.97297777	1174.74	1165.15
15.97128573	1174.81	1165.17
15.97043982	1174.77	1165.21
15.96874825	1174.9	1165.16
15.96621146	1174.92	1165.17
15.96409801	1174.91	1165.25
15.96240759	1174.91	1165.23
15.96029501	1174.89	1165.37
15.9586053	1174.93	1165.26
15.95733821	1174.98	1165.25
15.95480457	1174.95	1165.28
15.95353801	1174.99	1165.31
15.95100541	1175.01	1165.2
15.95058338	1174.97	1165.28
15.94889545	1175	1165.38
15.94636413	1175.02	1165.31
15.94425522	1175.09	1165.46
15.9421468	1175.17	1165.49
15.94003887	1175.05	1165.41
15.93750999	1175.09	1165.4
15.9362458	1175.1	1165.47
15.93413922	1175.12	1165.47
15.9328755	1175.23	1165.56
15.93076969	1175.19	1165.41
15.92950644	1175.22	1165.49
15.9274014	1175.17	1165.52
15.92529684	1175.17	1165.51
15.92403434	1175.23	1165.57
15.92108918	1175.26	1165.55
15.9185655	1175.34	1165.6
15.9185655	1175.35	1165.65
15.91646297	1175.28	1165.67
15.91352024	1175.37	1165.67
15.91141886	1175.38	1165.74
15.91057845	1175.38	1165.75
15.90889785	1175.38	1165.75
15.90721755	1175.34	1165.8
15.90385789	1175.42	1165.81
15.90217852	1175.38	1165.76
15.90133895	1175.42	1165.77
15.89840107	1175.4	1165.75
15.89756184	1175.42	1165.78
15.89546412	1175.48	1165.83
15.89336688	1175.54	1165.83
15.89252812	1175.4	1165.83
15.89001229	1175.58	1165.87
15.8879163	1175.5	1165.83
15.88582079	1175.58	1165.86
15.88456371	1175.62	1165.93
15.8833068	1175.66	1165.96
15.8799559	1175.64	1165.97
15.87828091	1175.54	1165.94
15.87660622	1175.58	1165.98
15.87493185	1175.6	1166.01
15.87367626	1175.67	1166.09
15.87200242	1175.74	1166.02
15.86949223	1175.82	1166.09
15.86698273	1175.8	1166.08
15.86572824	1175.82	1166.12
15.8636378	1175.78	1166.16
15.86238377	1175.84	1166.13
15.8602941	1175.81	1166.15
15.85820491	1175.86	1166.13
15.85611619	1175.8	1166.13
15.85569851	1175.83	1166.18
15.85235771	1175.9	1166.23
15.85068777	1175.86	1166.27
15.84860077	1175.92	1166.27
15.8473488	1175.95	1166.21
15.84526257	1175.94	1166.23
15.84359392	1175.99	1166.27
15.84192559	1176.01	1166.24
15.83984059	1176.02	1166.26
15.83775608	1175.99	1166.28
15.83567204	1176.06	1166.33
15.83400515	1176.11	1166.35
15.83233856	1176.11	1166.37
15.82983926	1176.08	1166.34
15.82817343	1176.16	1166.41
15.82609158	1176.06	1166.43
15.82525898	1176.07	1166.42
15.82317779	1176.2	1166.52
15.82151319	1176.16	1166.51
15.81984889	1176.19	1166.45
15.81818489	1176.2	1166.58
15.81610532	1176.26	1166.54
15.81402623	1176.24	1166.57
15.81194761	1176.24	1166.62
15.81070067	1176.31	1166.54
15.80862281	1176.32	1166.56
15.80737632	1176.29	1166.56
15.80571461	1176.31	1166.54
15.80239208	1176.39	1166.63
15.79990099	1176.42	1166.68
15.79865569	1176.39	1166.65
15.79699557	1176.39	1166.72
15.79492084	1176.44	1166.68
15.79492084	1176.48	1166.71
15.79201702	1176.43	1166.81
15.79118752	1176.49	1166.8
15.78828489	1176.54	1166.75
15.78704119	1176.52	1166.73
15.78372549	1176.6	1166.82
15.78331111	1176.52	1166.85
15.78206809	1176.56	1166.82
15.77916837	1176.59	1166.9
15.77751181	1176.54	1166.9
15.77544153	1176.51	1166.98
15.77337172	1176.6	1166.98
15.77130238	1176.63	1166.93
15.76923352	1176.57	1166.99
15.76716513	1176.64	1167.01
15.7663379	1176.68	1166.98
15.76468368	1176.69	1167
15.76178951	1176.7	1167.07
15.75972282	1176.67	1167.1
15.75724341	1176.76	1167.1
15.75641709	1176.78	1167.04
15.75393858	1176.82	1167.08
15.75269958	1176.87	1167.1
15.7502221	1176.86	1167.19
15.74857081	1176.88	1167.16
15.74609445	1176.82	1167.24
15.74609445	1176.87	1167.21
15.74403134	1176.87	1167.27
15.74114377	1176.87	1167.18
15.73825712	1176.88	1167.24
15.73743253	1176.89	1167.21
15.73537139	1176.93	1167.26
15.73289864	1176.92	1167.27
15.73207454	1176.97	1167.33
15.7296027	1177.01	1167.36
15.72754334	1176.97	1167.32
15.72630795	1177	1167.36
15.72424935	1177	1167.4
15.72301441	1177.08	1167.4
15.72054504	1177.16	1167.43
15.71848775	1177.16	1167.46
15.7172536	1177.13	1167.46
15.71519706	1177.02	1167.48
15.71355216	1177.12	1167.45
15.71149646	1177.15	1167.46
15.70903024	1177.2	1167.49
15.70697557	1177.19	1167.56
15.70615384	1177.23	1167.58
15.70451059	1177.2	1167.61
15.70204628	1177.2	1167.55
15.69958264	1177.3	1167.57
15.69711968	1177.27	1167.57
15.69629884	1177.34	1167.6
15.69506772	1177.3	1167.71
15.69383677	1177.36	1167.72
15.69178556	1177.36	1167.65
15.68932473	1177.41	1167.71
15.68727454	1177.43	1167.73
15.68604466	1177.49	1167.8
15.68399522	1177.56	1167.82
15.68235601	1177.5	1167.82
15.67989775	1177.46	1167.81
15.67744017	1177.49	1167.82
15.67498325	1177.55	1167.86
15.67375504	1177.52	1167.76
15.67293633	1177.62	1167.8
15.67048065	1177.58	1167.86
15.66925305	1177.62	1167.85
15.6659803	1177.66	1167.83
15.66393543	1177.65	1167.88
15.66189102	1177.6	1167.86
15.6606646	1177.64	1167.94
15.65862094	1177.64	1168.01
15.65821227	1177.73	1167.94
15.65616916	1177.67	1168.03
15.65412653	1177.83	1167.97
15.65249275	1177.8	1168.01
15.65085927	1177.77	1168.04
15.64963436	1177.77	1168.04
15.64677688	1177.74	1168.08
15.64432833	1177.79	1168.1
15.64188045	1177.85	1168.09
15.64065676	1177.91	1168.1
15.63902544	1177.87	1168.12
15.63739441	1177.9	1168.13
15.63576368	1177.85	1168.16
15.63413324	1177.97	1168.12
15.63128069	1177.95	1168.21
15.62965107	1177.92	1168.22
15.62883637	1177.89	1168.27
15.62598551	1177.92	1168.31
15.62313555	1177.92	1168.32
15.62191442	1177.99	1168.33
15.61947265	1177.93	1168.36
15.61865888	1177.98	1168.33
15.61581125	1178.05	1168.37
15.61499781	1178.06	1168.29
15.61296453	1178.07	1168.35
15.61174479	1178.09	1168.47
15.61011872	1178.11	1168.5
15.60686746	1178.14	1168.37
15.60646114	1178.1	1168.44
15.60361739	1178.15	1168.47
15.60239892	1178.22	1168.42
15.6003685	1178.25	1168.46
15.59833855	1178.28	1168.5
15.59712079	1178.26	1168.46
15.59509157	1178.29	1168.52
15.59346853	1178.37	1168.56
15.59184578	1178.37	1168.54
15.58941221	1178.41	1168.52
15.5877902	1178.4	1168.62
15.5857631	1178.32	1168.6
15.58252069	1178.33	1168.57
15.58211547	1178.48	1168.6
15.58008966	1178.46	1168.58
15.57765929	1178.45	1168.66
15.57644435	1178.42	1168.75
15.5748247	1178.47	1168.65
15.57280054	1178.44	1168.73
15.56996749	1178.45	1168.69
15.568349	1178.64	1168.77
15.56673081	1178.56	1168.75
15.56430408	1178.46	1168.78
15.56389969	1178.57	1168.82
15.56106947	1178.54	1168.77
15.55904843	1178.55	1168.77
15.55662379	1178.52	1168.89
15.55541172	1178.65	1168.85
15.55541172	1178.64	1168.9
15.55339196	1178.72	1168.91
15.55096886	1178.91	1168.88
15.54975755	1178.74	1168.98
15.54733544	1178.68	1169.02
15.54491399	1178.67	1168.96
15.54330005	1178.75	1168.94
15.54168641	1178.83	1168.93
15.53926649	1178.77	1168.95
15.53805678	1178.81	1169.02
15.53604096	1178.81	1169.13
15.53362258	1178.88	1169.15
15.53160776	1178.93	1169.06
15.5295934	1179	1169.11
15.52878779	1178.65	1169.19
15.52596871	1178.8	1169.24
15.52435821	1178.92	1169.18
15.52234549	1178.96	1169.18
15.52113808	1178.9	1169.19
15.51872375	1178.99	1169.23
15.51751683	1178.97	1169.24
15.51510349	1179	1169.23
15.51389706	1179.05	1169.28
15.5110827	1179.08	1169.36
15.50987682	1178.96	1169.28
15.50867111	1178.99	1169.28
15.50585841	1179.07	1169.3
15.50384988	1179.07	1169.35
15.50184181	1179.07	1169.34
15.50023568	1179.17	1169.39
15.49862984	1179.16	1169.36
15.4970243	1179.27	1169.47
15.49381407	1179.13	1169.47
15.4922094	1179.19	1169.53
15.49140717	1179.18	1169.55
15.48859994	1179.19	1169.52
15.48739712	1179.28	1169.55
15.48499196	1179.25	1169.56
15.48459116	1179.39	1169.57
15.48138544	1179.37	1169.59
15.47978301	1179.35	1169.63
15.47818088	1179.36	1169.67
15.47657904	1179.36	1169.6
15.47417681	1179.48	1169.63
15.47257569	1179.44	1169.7
15.47137504	1179.45	1169.64
15.46937432	1179.52	1169.66
15.46817411	1179.56	1169.65
15.46497433	1179.61	1169.66
15.46337488	1179.48	1169.68
15.46217547	1179.41	1169.7
15.46097624	1179.53	1169.71
15.45857825	1179.47	1169.74
15.45658042	1179.45	1169.77
15.45458305	1179.54	1169.87
15.45298547	1179.6	1169.78
15.44979119	1179.6	1169.89
15.4489928	1179.6	1169.86
15.44699714	1179.68	1169.85
15.44579997	1179.62	1169.9
15.44500194	1179.65	1169.96
15.4422094	1179.71	1169.94
15.43981651	1179.68	1169.93
15.43742426	1179.72	1170
15.43622838	1179.69	1170.02
15.43503266	1179.79	1170.02
15.43343862	1179.83	1170.05
15.43104811	1179.68	1170.01
15.4290565	1179.85	1170.07
15.42706535	1179.84	1170.15
15.42507465	1179.91	1170.04
15.42388044	1179.89	1170.12
15.42069669	1179.8	1170.15
15.41910524	1179.91	1170.17
15.41791184	1179.94	1170.19
15.41671861	1179.94	1170.2
15.41433262	1179.93	1170.19
15.4123448	1179.98	1170.15
15.40996	1180.03	1170.22
15.40876784	1180.02	1170.13
15.40598677	1180.01	1170.27
15.40519234	1180.04	1170.33
15.40280948	1180.08	1170.28
15.40161829	1180.09	1170.29
15.39963333	1180.09	1170.33
15.39725198	1180.08	1170.41
15.39606154	1180.07	1170.35
15.39447454	1180.16	1170.39
15.39130141	1180.16	1170.42
15.38971527	1180.25	1170.42
15.3873366	1180.21	1170.46
15.38614751	1180.24	1170.47
15.38376981	1180.25	1170.44
15.38218503	1180.3	1170.48
15.38099664	1180.27	1170.56
15.37901634	1180.28	1170.61
15.37703648	1180.38	1170.62
15.37505707	1180.42	1170.65
15.37307811	1180.34	1170.63
15.3710996	1180.31	1170.7
15.36912153	1180.34	1170.68
15.36872597	1180.41	1170.67
15.36595755	1180.46	1170.67
15.36477135	1180.5	1170.66
15.36200418	1180.4	1170.62
15.35963301	1180.51	1170.66
15.35805259	1180.48	1170.76
